NAME,YEAR,FRONT_VARIATION
LIMMERN,1974,-2.0
LIMMERN,1975,9.0
LIMMERN,1976,-11.0
LIMMERN,1977,0.0
LIMMERN,1978,4.0
LIMMERN,1979,-1.0
LIMMERN,1980,2.0
LIMMERN,1981,4.0
LIMMERN,1982,-4.0
LIMMERN,1983,3.0
LIMMERN,1984,7.0
LIMMERN,1985,1.0
LIMMERN,1986,3.0
LIMMERN,1987,-1.0
LIMMERN,1988,0.0
LIMMERN,1989,5.0
LIMMERN,1990,0.0
LIMMERN,1991,-5.0
LIMMERN,1992,-2.0
LIMMERN,1994,-6.0
LIMMERN,1995,-2.0
LIMMERN,1996,-5.0
LIMMERN,1997,0.0
LIMMERN,2001,-9.5
LIMMERN,2002,-6.2
LIMMERN,2003,-5.5
LIMMERN,2004,-1.7
LIMMERN,2005,-3.4
LIMMERN,2006,-2.0
LIMMERN,2007,-10.0
LIMMERN,2008,-6.0
LIMMERN,2009,-4.0
LIMMERN,2010,-2.0
LIMMERN,2011,-3.0
LIMMERN,2012,-11.0
LIMMERN,2013,-2.0
LISCHANA,1897,-5.0
LISCHANA,1898,1.0
LISCHANA,1900,-12.0
LISCHANA,1901,-11.0
LISCHANA,1902,-11.0
LISCHANA,1903,-6.0
LISCHANA,1904,-9.0
LISCHANA,1905,-10.0
LISCHANA,1906,-9.0
LISCHANA,1908,-3.0
LISCHANA,1909,-2.0
LISCHANA,1910,10.0
LISCHANA,1911,-24.0
LISCHANA,1916,2.0
LISCHANA,1917,3.0
LISCHANA,1918,16.0
LISCHANA,1919,10.0
LISCHANA,1920,3.0
LISCHANA,1921,-16.0
LISCHANA,1923,-7.0
LISCHANA,1924,-12.0
LISCHANA,1925,2.0
LISCHANA,1926,28.0
LISCHANA,1927,-26.0
LISCHANA,1928,-6.0
LISCHANA,1929,-12.0
LISCHANA,1930,-10.0
LISCHANA,1932,-11.0
LISCHANA,1933,-4.0
LISCHANA,1934,1.0
LISCHANA,1935,0.0
LISCHANA,1940,-18.0
LISCHANA,1942,-16.0
LISCHANA,1945,-6.0
LISCHANA,1946,0.0
LISCHANA,1947,-18.0
LISCHANA,1949,-15.0
LISCHANA,1950,-10.0
LISCHANA,1951,0.0
LISCHANA,1953,-14.0
LISCHANA,1955,0.0
LISCHANA,1956,0.0
LISCHANA,1957,14.0
LISCHANA,1958,-30.0
LISCHANA,1959,-10.0
LISCHANA,1961,17.0
LISCHANA,1962,-18.0
LISCHANA,1964,-15.0
LISCHANA,1966,55.0
LISCHANA,1967,-7.0
LISCHANA,1968,8.0
LISCHANA,1969,-20.0
LISCHANA,1970,-3.0
LISCHANA,1971,-3.0
LISCHANA,1972,-2.0
LISCHANA,1973,-3.0
LISCHANA,1975,-12.0
LISCHANA,1979,27.0
LISCHANA,1980,-2.0
LISCHANA,1981,6.0
LISCHANA,1982,-25.0
LISCHANA,1983,-1.0
LISCHANA,1984,-5.0
LISCHANA,1985,-3.0
LISCHANA,1986,2.0
LISCHANA,1987,-8.0
LISCHANA,1988,-6.0
LISCHANA,1989,9.0
LISCHANA,1990,-3.0
LISCHANA,1991,-5.0
LISCHANA,1992,-7.0
LISCHANA,1993,-2.0
LISCHANA,1994,-5.0
LISCHANA,1995,-6.0
LISCHANA,1997,-2.0
LISCHANA,1999,-9.0
LISCHANA,2001,-1.7
LISCHANA,2002,-27.7
LISCHANA,2003,-52.2
LISCHANA,2004,-4.2
LISCHANA,2005,-3.9
LISCHANA,2006,-5.0
LISCHANA,2008,-7.0
LISCHANA,2009,-3.0
LISCHANA,2010,-12.0
LISCHANA,2011,-8.0
LISCHANA,2012,-9.0
LISCHANA,2013,2.0
LITEROLA,1990,-100.0
LITUYA,2011,80.0
LITZNERGL.,1933,-7.0
LITZNERGL.,1934,-7.9
LITZNERGL.,1935,-1.0
LITZNERGL.,1936,-6.3
LITZNERGL.,1937,-4.9
LITZNERGL.,1938,-1.7
LITZNERGL.,1939,-4.0
LITZNERGL.,1940,-1.2
LITZNERGL.,1941,-2.5
LITZNERGL.,1942,-2.1
LITZNERGL.,1943,-8.4
LITZNERGL.,1944,-8.3
LITZNERGL.,1945,-3.7
LITZNERGL.,1946,-0.2
LITZNERGL.,1947,-17.7
LITZNERGL.,1948,-1.1
LITZNERGL.,1949,-10.7
LITZNERGL.,1950,-13.6
LITZNERGL.,1951,-5.0
LITZNERGL.,1952,-32.8
LITZNERGL.,1953,-3.9
LITZNERGL.,1954,-10.9
LITZNERGL.,1955,-5.4
LITZNERGL.,1956,-0.3
LITZNERGL.,1957,-4.9
LITZNERGL.,1958,-8.8
LITZNERGL.,1959,-13.4
LITZNERGL.,1960,-4.2
LITZNERGL.,1961,-3.6
LITZNERGL.,1962,-11.4
LITZNERGL.,1963,-6.8
LITZNERGL.,1964,-5.2
LITZNERGL.,1965,0.0
LITZNERGL.,1966,0.2
LITZNERGL.,1967,1.7
LITZNERGL.,1968,0.0
LITZNERGL.,1969,0.0
LITZNERGL.,1972,-5.0
LITZNERGL.,1973,-8.5
LITZNERGL.,1975,-0.2
LITZNERGL.,1976,-0.4
LITZNERGL.,1977,1.6
LITZNERGL.,1978,-1.4
LITZNERGL.,1979,-3.7
LITZNERGL.,1980,-0.1
LITZNERGL.,1982,-2.0
LITZNERGL.,1983,-14.5
LITZNERGL.,1985,-2.5
LITZNERGL.,1986,-10.2
LITZNERGL.,1987,-5.2
LITZNERGL.,1988,2.4
LITZNERGL.,1989,4.6
LITZNERGL.,1990,1.4
LITZNERGL.,1991,4.5
LITZNERGL.,1992,-1.7
LITZNERGL.,1993,-1.7
LITZNERGL.,1994,0.9
LITZNERGL.,1995,-3.3
LITZNERGL.,1996,0.4
LITZNERGL.,1997,0.5
LITZNERGL.,1998,-3.1
LITZNERGL.,1999,-3.0
LITZNERGL.,2000,-1.7
LITZNERGL.,2001,-2.9
LITZNERGL.,2002,-3.4
LITZNERGL.,2003,-14.5
LITZNERGL.,2004,-2.9
LITZNERGL.,2005,-7.3
LITZNERGL.,2006,-10.0
LITZNERGL.,2007,-9.1
LITZNERGL.,2008,-8.4
LITZNERGL.,2009,-17.0
LITZNERGL.,2010,-12.0
LITZNERGL.,2011,-20.0
LITZNERGL.,2012,-4.0
LITZNERGL. SW,1935,3.07
LITZNERGL. SW,1936,-1.72
LITZNERGL. SW,1937,-4.08
LITZNERGL. SW,1938,-0.72
LITZNERGL. SW,1939,2.2
LITZNERGL. SW,1940,1.8
LITZNERGL. SW,1941,-1.1
LITZNERGL. SW,1942,-0.5
LITZNERGL. SW,1943,-5.2
LITZNERGL. SW,1944,-2.2
LITZNERGL. SW,1945,-0.7
LITZNERGL. SW,1946,-1.6
LITZNERGL. SW,1947,-8.0
LITZNERGL. SW,1948,-1.6
LITZNERGL. SW,1949,-2.3
LITZNERGL. SW,1950,-7.0
LITZNERGL. SW,1951,-1.2
LITZNERGL. SW,1952,-11.5
LITZNERGL. SW,1953,-1.5
LITZNERGL. SW,1954,-4.4
LITZNERGL. SW,1959,-77.8
LITZNERGL. SW,1960,-4.3
LLAIMA,2010,-2257.0
LLARDANA,1983,-40.0
LLARDANA,1990,-30.0
LLARDANA,2000,-30.0
LLARDANA,2004,-110.0
LLARDANA,2005,-10.0
LLOSAS,1983,-100.0
LLOSAS,1990,-30.0
LLOSAS,2000,-220.0
LO ZEBRU (VEDRETTA DE),1926,3.0
LO ZEBRU (VEDRETTA DE),1928,-33.0
LO ZEBRU (VEDRETTA DE),1929,-13.0
LO ZEBRU (VEDRETTA DE),1930,-8.5
LO ZEBRU (VEDRETTA DE),1931,-4.5
LO ZEBRU (VEDRETTA DE),1934,-11.0
LO ZEBRU (VEDRETTA DE),1936,-16.5
LO ZEBRU (VEDRETTA DE),1937,-12.0
LO ZEBRU (VEDRETTA DE),1939,-18.0
LO ZEBRU (VEDRETTA DE),1950,-55.0
LO ZEBRU (VEDRETTA DE),1952,-8.0
LO ZEBRU (VEDRETTA DE),1953,9.0
LO ZEBRU (VEDRETTA DE),1958,6.0
LO ZEBRU (VEDRETTA DE),1971,0.0
LO ZEBRU (VEDRETTA DE),1986,14.0
LO ZEBRU (VEDRETTA DE),1994,-20.5
LO ZEBRU (VEDRETTA DE),1996,-30.0
LO ZEBRU (VEDRETTA DE),1997,-5.0
LOBBIA,1899,-15.0
LOBBIA,1905,-37.0
LOBBIA,1911,-80.0
LOBBIA,1920,13.0
LOBBIA,1922,26.0
LOBBIA,1923,3.0
LOBBIA,1924,-6.0
LOBBIA,1927,-52.0
LOBBIA,1928,-18.5
LOBBIA,1929,-54.0
LOBBIA,1930,-74.0
LOBBIA,1931,-32.0
LOBBIA,1932,-13.0
LOBBIA,1933,-36.0
LOBBIA,1935,-24.0
LOBBIA,1937,-45.0
LOBBIA,1938,-45.0
LOBBIA,1939,-135.0
LOBBIA,1940,15.0
LOBBIA,1941,0.0
LOBBIA,1942,0.0
LOBBIA,1952,-30.0
LOBBIA,1953,-77.5
LOBBIA,1954,-29.0
LOBBIA,1955,0.0
LOBBIA,1956,2.0
LOBBIA,1957,-15.5
LOBBIA,1958,-7.5
LOBBIA,1959,0.0
LOBBIA,1963,5.0
LOBBIA,1964,0.0
LOBBIA,1965,3.0
LOBBIA,1966,3.0
LOBBIA,1967,1.0
LOBBIA,1968,0.0
LOBBIA,1976,-16.0
LOBBIA,1977,-12.0
LOBBIA,1986,-4.5
LOBBIA,1987,-2.5
LOBBIA,1989,-4.5
LOBBIA,1990,-0.5
LOBBIA,1991,-4.0
LOBBIA,1993,-16.0
LOBBIA,1994,-10.5
LOBBIA,1995,-21.5
LOBBIA,1996,-6.0
LOBBIA,1997,-11.0
LOBBIA,1998,-10.0
LOBBIA,1999,-17.0
LOBBIA,2001,-15.0
LOBBIA,2002,-64.0
LOBBIA,2003,-57.5
LOBBIA,2004,0.5
LOBBIA,2005,-51.0
LOBBIA,2006,-1.0
LOBBIA,2007,-24.0
LOBBIA,2009,-22.0
LOBBIA,2011,-4.0
LOCCE SETT.,1993,-7.0
LOCCE SETT.,1994,-4.0
LOCCE SETT.,1995,0.5
LOCCE SETT.,1996,-7.0
LOCCE SETT.,1997,-4.0
LOCCE SETT.,1998,-4.5
LOCCE SETT.,1999,-11.5
LOCCE SETT.,2000,-5.0
LOCCE SETT.,2001,-6.0
LOCCE SETT.,2006,-11.0
LOCCE SETT.,2007,-12.0
LODALSBREEN,1903,-74.0
LODALSBREEN,1907,-723.0
LODALSBREEN,1908,-21.0
LODALSBREEN,1909,-27.0
LODALSBREEN,1910,-21.0
LODALSBREEN,1911,-14.0
LODALSBREEN,1912,-15.0
LODALSBREEN,1913,-22.0
LODALSBREEN,1914,-23.0
LODALSBREEN,1915,-21.0
LODALSBREEN,1916,-14.0
LODALSBREEN,1917,-19.0
LODALSBREEN,1918,5.0
LODALSBREEN,1919,-8.0
LODALSBREEN,1920,-15.0
LODALSBREEN,1921,-15.0
LODALSBREEN,1922,-21.0
LODALSBREEN,1923,-19.0
LODALSBREEN,1924,-18.0
LODALSBREEN,1925,-2.0
LODALSBREEN,1926,9.0
LODALSBREEN,1927,-33.0
LODALSBREEN,1928,16.0
LODALSBREEN,1929,7.0
LODALSBREEN,1930,-28.0
LODALSBREEN,1931,-21.0
LODALSBREEN,1932,4.0
LODALSBREEN,1933,-14.0
LODALSBREEN,1934,-32.0
LODALSBREEN,1935,-14.0
LODALSBREEN,1936,-23.0
LODALSBREEN,1937,-16.0
LODALSBREEN,1938,12.0
LODALSBREEN,1939,-52.0
LODALSBREEN,1940,-22.0
LODALSBREEN,1941,-22.0
LODALSBREEN,1942,-35.0
LODALSBREEN,1943,-24.0
LODALSBREEN,1944,-15.0
LODALSBREEN,1945,-29.0
LODALSBREEN,1946,-64.0
LODALSBREEN,1947,-34.0
LODALSBREEN,1948,-32.0
LODALSBREEN,1949,-51.0
LODALSBREEN,1950,-46.0
LODALSBREEN,1951,-31.0
LODALSBREEN,1952,-28.0
LODALSBREEN,1953,-35.0
LODALSBREEN,1954,-30.0
LODALSBREEN,1955,-54.0
LODALSBREEN,1956,-52.0
LODALSBREEN,1957,-27.0
LODALSBREEN,1958,-47.0
LODALSBREEN,1959,-48.0
LODALSBREEN,1960,-56.0
LODALSBREEN,1961,-51.0
LODALSBREEN,1962,-7.0
LODALSBREEN,1963,-35.0
LODALSBREEN,1964,-50.0
LODALSBREEN,1965,-120.0
LODALSBREEN,1966,-145.0
LODALSBREEN,1967,-93.0
LODALSBREEN,1968,-131.0
LODALSBREEN,1969,-127.0
LODALSBREEN,1970,-116.0
LODMUNDARJOEKULL,1936,-36.0
LODMUNDARJOEKULL,1938,-7.0
LODMUNDARJOEKULL,1939,-13.0
LODMUNDARJOEKULL,1940,-7.0
LODMUNDARJOEKULL,1941,-7.0
LODMUNDARJOEKULL,1943,-4.0
LODMUNDARJOEKULL,1944,-2.0
LODMUNDARJOEKULL,1945,-8.0
LODMUNDARJOEKULL,1951,-34.0
LODMUNDARJOEKULL,1956,-1.0
LODMUNDARJOEKULL,1957,4.0
LODMUNDARJOEKULL,1958,-2.0
LODMUNDARJOEKULL,1959,3.0
LODMUNDARJOEKULL,1960,-7.0
LODMUNDARJOEKULL,1961,-7.0
LODMUNDARJOEKULL,1962,-3.0
LODMUNDARJOEKULL,1963,-3.0
LODMUNDARJOEKULL,1964,-3.0
LODMUNDARJOEKULL,1965,-3.0
LODMUNDARJOEKULL,1997,-6.0
LODMUNDARJOEKULL,1998,-9.0
LODMUNDARJOEKULL,1999,-19.0
LODMUNDARJOEKULL,2001,-2.0
LODMUNDARJOEKULL,2002,-24.0
LODMUNDARJOEKULL,2003,5.0
LODMUNDARJOEKULL,2005,-10.0
LODMUNDARJOEKULL,2006,-5.0
LODMUNDARJOEKULL,2008,-50.0
LONQUIMAY,2010,-535.0
LOS AMARILLOS,1968,70.0
LOS AMARILLOS,1981,-70.0
LOS AMARILLOS,1986,-40.0
LOS AMARILLOS,1988,30.0
LOS AMARILLOS,1995,0.0
LOS AMARILLOS,1997,-90.0
LOS AMARILLOS,1999,90.0
LOS AMARILLOS,2000,0.0
LOS AMARILLOS,2005,-20.0
LOS AMARILLOS,2007,30.0
LOS AMARILLOS,2008,0.0
LOS AMARILLOS,2009,0.0
LOS AMARILLOS,2010,-40.0
LOS AMARILLOS,2013,-56.0
LOS GEMELOS,1983,0.0
LOS GEMELOS,2000,0.0
LOS GEMELOS,2004,0.0
LOS GEMELOS,2005,0.0
LOUROUSA (GELAS SETT.),1928,0.0
LOUROUSA (GELAS SETT.),1931,0.0
LOUROUSA (GELAS SETT.),1932,0.6
LOUROUSA (GELAS SETT.),1933,0.0
LOUROUSA (GELAS SETT.),1934,0.0
LOUROUSA (GELAS SETT.),1935,0.1
LOUROUSA (GELAS SETT.),1936,3.1
LOUROUSA (GELAS SETT.),1937,-2.0
LOUROUSA (GELAS SETT.),1938,-0.8
LOUROUSA (GELAS SETT.),1939,3.6
LOUROUSA (GELAS SETT.),1942,-2.5
LOWER CURTIS,1986,4.5
LOWER CURTIS,1988,1.5
LOWER CURTIS,1990,-3.5
LOWER CURTIS,2001,-7.0
LOWER CURTIS,2002,-10.0
LOWER CURTIS,2003,-15.0
LOWER CURTIS,2004,-17.0
LOWER CURTIS,2005,-31.0
LOWER CURTIS,2006,-14.0
LOWER CURTIS,2007,-13.0
LOWER CURTIS,2008,-17.0
LOWER CURTIS,2009,-10.0
LOWER CURTIS,2010,-7.0
LOWER CURTIS,2011,-5.0
LOWER CURTIS,2012,-6.0
LOWER CURTIS,2013,-5.0
LUCIA,2010,-2652.0
LUNGA (VEDRETTA) / LANGENF.,1901,-18.0
LUNGA (VEDRETTA) / LANGENF.,1904,-17.5
LUNGA (VEDRETTA) / LANGENF.,1905,-5.5
LUNGA (VEDRETTA) / LANGENF.,1924,-6.0
LUNGA (VEDRETTA) / LANGENF.,1925,-11.0
LUNGA (VEDRETTA) / LANGENF.,1926,-17.0
LUNGA (VEDRETTA) / LANGENF.,1927,-18.0
LUNGA (VEDRETTA) / LANGENF.,1930,-60.0
LUNGA (VEDRETTA) / LANGENF.,1933,-19.5
LUNGA (VEDRETTA) / LANGENF.,1938,-27.5
LUNGA (VEDRETTA) / LANGENF.,1939,-21.0
LUNGA (VEDRETTA) / LANGENF.,1941,-9.0
LUNGA (VEDRETTA) / LANGENF.,1942,-16.0
LUNGA (VEDRETTA) / LANGENF.,1949,-245.0
LUNGA (VEDRETTA) / LANGENF.,1951,-30.0
LUNGA (VEDRETTA) / LANGENF.,1958,-130.5
LUNGA (VEDRETTA) / LANGENF.,1959,-19.0
LUNGA (VEDRETTA) / LANGENF.,1960,-8.0
LUNGA (VEDRETTA) / LANGENF.,1961,-21.0
LUNGA (VEDRETTA) / LANGENF.,1962,-19.5
LUNGA (VEDRETTA) / LANGENF.,1964,-58.5
LUNGA (VEDRETTA) / LANGENF.,1966,-14.5
LUNGA (VEDRETTA) / LANGENF.,1967,-14.0
LUNGA (VEDRETTA) / LANGENF.,1975,-5.0
LUNGA (VEDRETTA) / LANGENF.,1977,-11.0
LUNGA (VEDRETTA) / LANGENF.,1979,1.0
LUNGA (VEDRETTA) / LANGENF.,1980,-2.0
LUNGA (VEDRETTA) / LANGENF.,1984,0.0
LUNGA (VEDRETTA) / LANGENF.,1985,0.0
LUNGA (VEDRETTA) / LANGENF.,1986,0.0
LUNGA (VEDRETTA) / LANGENF.,1988,-27.0
LUNGA (VEDRETTA) / LANGENF.,1990,-18.0
LUNGA (VEDRETTA) / LANGENF.,1992,-26.0
LUNGA (VEDRETTA) / LANGENF.,1993,-5.0
LUNGA (VEDRETTA) / LANGENF.,1994,-18.0
LUNGA (VEDRETTA) / LANGENF.,1995,-47.0
LUNGA (VEDRETTA) / LANGENF.,1996,-20.0
LUNGA (VEDRETTA) / LANGENF.,1997,-4.0
LUNGA (VEDRETTA) / LANGENF.,1998,-26.0
LUNGA (VEDRETTA) / LANGENF.,1999,-28.0
LUNGA (VEDRETTA) / LANGENF.,2000,-67.0
LUNGA (VEDRETTA) / LANGENF.,2001,-29.0
LUNGA (VEDRETTA) / LANGENF.,2002,-5.0
LUNGA (VEDRETTA) / LANGENF.,2003,-25.0
LUNGA (VEDRETTA) / LANGENF.,2004,-62.0
LUNGA (VEDRETTA) / LANGENF.,2005,-58.0
LUNGA (VEDRETTA) / LANGENF.,2006,-46.0
LUNGA (VEDRETTA) / LANGENF.,2007,-42.0
LUNGA (VEDRETTA) / LANGENF.,2008,-44.0
LUNGA (VEDRETTA) / LANGENF.,2009,-23.0
LUNGA (VEDRETTA) / LANGENF.,2010,-58.0
LUNGA (VEDRETTA) / LANGENF.,2011,-48.0
LUNGA (VEDRETTA) / LANGENF.,2012,-48.0
LUNGA (VEDRETTA) / LANGENF.,2013,-19.0
LUPO,1936,-0.5
LUPO,1937,-1.0
LUPO,1938,-2.0
LUPO,1953,-200.0
LUPO,1954,-10.0
LUPO,1955,-30.0
LUPO,1992,-3.0
LUPO,1993,-8.0
LUPO,1995,-3.0
LUPO,1996,-1.0
LUPO,1997,-190.0
LUPO,1998,-18.0
LUPO,2001,-44.0
LUPO,2002,-16.0
LUPO,2003,-7.0
LUPO,2004,2.0
LUPO,2005,-8.0
LUPO,2006,-5.0
LUPO,2007,-4.0
LUPO,2008,0.0
LYELL,2011,-41.0
LYELL EAST,1923,-50.0
LYELL EAST,1931,-11.0
LYELL EAST,1944,-95.0
LYELL EAST,1955,-16.0
LYELL EAST,1960,-38.0
LYELL EAST,1972,-78.0
LYELL EAST,1987,36.0
LYELL EAST,2004,-263.0
LYELL WEST,1931,-68.0
LYELL WEST,1944,-26.0
LYELL WEST,1955,-7.0
LYELL WEST,1972,-35.0
LYELL WEST,2003,-79.0
LYELL WEST,2004,-10.0
LYMAN,2007,-12.0
LYMAN,2011,-17.0
LYNCH,2005,-42.0
LYNCH,2006,-6.0
LYNCH,2008,-6.0
LYNCH,2009,-4.0
LYNCH,2011,-15.0
LYS,1902,-25.0
LYS,1910,-69.0
LYS,1913,-12.5
LYS,1914,16.5
LYS,1915,15.0
LYS,1916,18.0
LYS,1917,40.0
LYS,1918,21.0
LYS,1919,27.5
LYS,1920,20.0
LYS,1921,20.0
LYS,1922,-5.5
LYS,1923,-6.5
LYS,1924,-10.5
LYS,1925,-14.5
LYS,1926,-9.0
LYS,1927,-7.0
LYS,1928,-1.5
LYS,1929,-12.0
LYS,1930,-6.0
LYS,1931,-1.0
LYS,1932,-12.0
LYS,1933,-19.0
LYS,1934,-23.0
LYS,1935,-20.0
LYS,1936,-8.5
LYS,1937,-20.0
LYS,1938,-20.5
LYS,1939,-14.5
LYS,1940,-17.0
LYS,1941,-48.5
LYS,1942,-4.5
LYS,1943,-33.0
LYS,1944,-10.0
LYS,1945,-1.5
LYS,1946,-10.0
LYS,1947,-14.1
LYS,1948,-14.0
LYS,1949,-24.0
LYS,1950,-42.0
LYS,1951,-18.0
LYS,1952,-6.0
LYS,1953,2.0
LYS,1954,-9.5
LYS,1955,-30.5
LYS,1956,-11.5
LYS,1957,-12.5
LYS,1958,-21.5
LYS,1959,-6.5
LYS,1960,1.5
LYS,1961,-8.5
LYS,1962,-5.0
LYS,1963,-12.0
LYS,1964,-11.5
LYS,1965,-30.0
LYS,1966,-7.0
LYS,1967,-8.5
LYS,1968,-22.0
LYS,1969,-10.0
LYS,1973,10.0
LYS,1974,-3.0
LYS,1976,-5.0
LYS,1977,5.5
LYS,1978,4.7
LYS,1979,15.5
LYS,1980,7.0
LYS,1981,13.0
LYS,1982,8.0
LYS,1983,11.0
LYS,1984,2.0
LYS,1985,5.0
LYS,1986,-2.0
LYS,1987,-7.0
LYS,1988,-12.5
LYS,1989,-8.0
LYS,1990,-11.0
LYS,1991,3.0
LYS,1992,-11.0
LYS,1993,-7.0
LYS,1994,-12.0
LYS,1995,-12.0
LYS,1996,-9.0
LYS,1997,-6.0
LYS,1998,-20.0
LYS,1999,-13.0
LYS,2000,-15.0
LYS,2001,-10.0
LYS,2002,0.0
LYS,2003,-38.0
LYS,2004,-18.0
LYS,2005,-34.0
LYS,2006,-30.0
LYS,2007,-45.0
LYS,2008,-6.0
LYS,2009,-23.0
LYS,2010,-19.0
LYS,2011,-20.0
LYS,2012,-10.0
LYS,2013,-2.0
LYSALFBJERG WEST,1943,-356.0
LYSALFBJERG WEST,1965,-10.0
LYSALFBJERG WEST,1972,-530.0
LYSALFBJERG WEST,1981,-361.0
LYSALFBJERG WEST,2000,-372.0
LYSALFBJERG WEST,2010,-346.0
M. OKTYABRSKIY,1964,35.0
M. OKTYABRSKIY,1965,17.0
M. OKTYABRSKIY,1966,-10.0
M. OKTYABRSKIY,1967,-29.0
M. OKTYABRSKIY,1975,0.0
M. OKTYABRSKIY,1980,-120.0
M. OKTYABRSKIY,1990,40.0
M.BLANC DU CRETON,1994,-24.5
M.BLANC DU CRETON,1997,-38.0
M.BLANC DU CRETON,2001,28.5
MAC KEITH N,1977,200.0
MAC KEITH N,1978,6.0
MAC KEITH N,1979,6.0
MAC KEITH N,1980,6.0
MACA (LENGUA ESTE),2011,-799.0
MACAULAY,2011,-15.0
MADACCIO (VEDR. DEL) / MADATSCHF.,1904,-40.5
MADACCIO (VEDR. DEL) / MADATSCHF.,1922,-30.5
MADACCIO (VEDR. DEL) / MADATSCHF.,1923,-0.5
MADACCIO (VEDR. DEL) / MADATSCHF.,1925,-23.5
MADACCIO (VEDR. DEL) / MADATSCHF.,1929,-64.5
MADACCIO (VEDR. DEL) / MADATSCHF.,1931,-22.5
MADACCIO (VEDR. DEL) / MADATSCHF.,1933,-19.0
MADACCIO (VEDR. DEL) / MADATSCHF.,1934,-5.5
MADACCIO (VEDR. DEL) / MADATSCHF.,1935,-2.5
MADACCIO (VEDR. DEL) / MADATSCHF.,1941,-20.0
MADACCIO (VEDR. DEL) / MADATSCHF.,1973,10.0
MADACCIO (VEDR. DEL) / MADATSCHF.,1977,8.0
MADACCIO (VEDR. DEL) / MADATSCHF.,1993,0.0
MADACCIO (VEDR. DEL) / MADATSCHF.,1994,-3.5
MADACCIO (VEDR. DEL) / MADATSCHF.,1995,-8.0
MADACCIO (VEDR. DEL) / MADATSCHF.,2011,-14.0
MADACCIO (VEDR. DEL) / MADATSCHF.,2012,-7.0
MAGNES FJORD GLETSCHER,1943,43.0
MAGNES FJORD GLETSCHER,1965,-46.0
MAGNES FJORD GLETSCHER,1972,-10.0
MAGNES FJORD GLETSCHER,1981,-19.0
MAGNES FJORD GLETSCHER,2000,15.0
MAGNES FJORD GLETSCHER,2010,-63.0
MAKA,1933,-4400.0
MAKA,1952,-1300.0
MAKA,1964,-1000.0
MAKA,1985,-900.0
MAKA,1993,100.0
MAKA,2000,-506.0
MAKA,2001,-258.0
MAKA,2002,-175.0
MAKA,2003,130.0
MAKA,2004,-63.0
MAKA,2005,-129.0
MAKA,2006,-162.0
MAKA,2007,-181.0
MAKA,2008,119.0
MAKA,2010,-165.0
MALADETA,1983,-100.0
MALADETA,2000,-90.0
MALADETA,2001,-10.0
MALADETA,2002,-40.0
MALADETA,2003,0.0
MALADETA,2004,-20.0
MALADETA,2005,-50.0
MALADETA,2006,-1.0
MALADETA,2007,-8.0
MALADETA,2008,0.0
MALADETA,2009,0.0
MALADETA,2010,0.0
MALADETA,2011,-4.0
MALADETA,2012,-150.0
MALAVALLE (VEDR. DI) / UEBELTALF.,1915,0.0
MALAVALLE (VEDR. DI) / UEBELTALF.,1920,15.0
MALAVALLE (VEDR. DI) / UEBELTALF.,1923,-25.0
MALAVALLE (VEDR. DI) / UEBELTALF.,1924,-23.0
MALAVALLE (VEDR. DI) / UEBELTALF.,1928,-13.0
MALAVALLE (VEDR. DI) / UEBELTALF.,1929,-11.0
MALAVALLE (VEDR. DI) / UEBELTALF.,1930,-8.0
MALAVALLE (VEDR. DI) / UEBELTALF.,1931,-9.5
MALAVALLE (VEDR. DI) / UEBELTALF.,1932,-16.0
MALAVALLE (VEDR. DI) / UEBELTALF.,1933,-22.0
MALAVALLE (VEDR. DI) / UEBELTALF.,1934,-10.5
MALAVALLE (VEDR. DI) / UEBELTALF.,1935,-14.5
MALAVALLE (VEDR. DI) / UEBELTALF.,1936,-8.0
MALAVALLE (VEDR. DI) / UEBELTALF.,1937,-18.5
MALAVALLE (VEDR. DI) / UEBELTALF.,1938,-17.5
MALAVALLE (VEDR. DI) / UEBELTALF.,1987,-12.0
MALAVALLE (VEDR. DI) / UEBELTALF.,1988,-8.0
MALAVALLE (VEDR. DI) / UEBELTALF.,1989,-4.5
MALAVALLE (VEDR. DI) / UEBELTALF.,1990,-3.0
MALAVALLE (VEDR. DI) / UEBELTALF.,1991,-9.0
MALAVALLE (VEDR. DI) / UEBELTALF.,1992,-8.0
MALAVALLE (VEDR. DI) / UEBELTALF.,1993,-2.0
MALAVALLE (VEDR. DI) / UEBELTALF.,1994,-8.0
MALAVALLE (VEDR. DI) / UEBELTALF.,1995,-7.5
MALAVALLE (VEDR. DI) / UEBELTALF.,1996,-5.0
MALAVALLE (VEDR. DI) / UEBELTALF.,1997,-4.0
MALAVALLE (VEDR. DI) / UEBELTALF.,1998,-10.0
MALAVALLE (VEDR. DI) / UEBELTALF.,1999,-6.0
MALAVALLE (VEDR. DI) / UEBELTALF.,2000,-7.0
MALAVALLE (VEDR. DI) / UEBELTALF.,2001,-8.0
MALAVALLE (VEDR. DI) / UEBELTALF.,2002,-18.0
MALAVALLE (VEDR. DI) / UEBELTALF.,2003,-14.0
MALAVALLE (VEDR. DI) / UEBELTALF.,2004,-14.0
MALAVALLE (VEDR. DI) / UEBELTALF.,2005,-49.0
MALAVALLE (VEDR. DI) / UEBELTALF.,2006,-10.0
MALAVALLE (VEDR. DI) / UEBELTALF.,2007,-13.0
