NAME,YEAR,FRONT_VARIATION
ANTELAO SUP.,1952,-52.0
ANTELAO SUP.,1957,-11.0
ANTELAO SUP.,1981,0.0
ANTELAO SUP.,1982,-4.0
ANTELAO SUP.,1983,-0.5
ANTELAO SUP.,1984,-1.0
ANTELAO SUP.,1985,0.0
ANTELAO SUP.,1986,-2.0
ANTELAO SUP.,1987,-2.0
ANTELAO SUP.,1988,-1.0
ANTELAO SUP.,1989,-2.5
ANTELAO SUP.,1990,-2.5
ANTELAO SUP.,1991,-3.5
ANTELAO SUP.,1992,-2.5
ANTELAO SUP.,1993,0.0
ANTELAO SUP.,1994,-4.5
ANTELAO SUP.,1995,-3.0
ANTELAO SUP.,1996,-6.5
ANTELAO SUP.,1997,-1.0
ANTELAO SUP.,1998,-3.5
ANTELAO SUP.,1999,-4.0
ANTELAO SUP.,2000,-11.0
ANTELAO SUP.,2002,-12.0
ANTELAO SUP.,2003,-9.0
ANTELAO SUP.,2004,-5.0
ANTELAO SUP.,2005,-5.0
ANTELAO SUP.,2006,-4.0
ANTELAO SUP.,2007,-10.3
ANTELAO SUP.,2008,-1.0
ANTELAO SUP.,2009,-2.0
ANTELAO SUP.,2010,-9.0
ANTELAO SUP.,2011,0.0
ANTELAO SUP.,2012,-26.0
ANTELAO SUP.,2013,-4.0
ANTIZANA15ALPHA,1965,-42.0
ANTIZANA15ALPHA,1993,-90.0
ANTIZANA15ALPHA,1995,-40.6
ANTIZANA15ALPHA,1996,-54.0
ANTIZANA15ALPHA,1997,-60.0
ANTIZANA15ALPHA,1998,-26.0
ANTIZANA15ALPHA,1999,16.0
ANTIZANA15ALPHA,2000,27.0
ANTIZANA15ALPHA,2001,-27.0
ANTIZANA15ALPHA,2002,-15.0
ANTIZANA15ALPHA,2003,-54.0
ANTIZANA15ALPHA,2004,-26.0
ANTIZANA15ALPHA,2005,-27.0
ANTIZANA15ALPHA,2006,-10.0
ANTIZANA15ALPHA,2007,-7.0
ANTIZANA15ALPHA,2008,8.0
ANTIZANA15ALPHA,2009,19.0
ANTIZANA15ALPHA,2010,7.0
ANTIZANA15ALPHA,2011,17.0
ANTIZANA15ALPHA,2012,-12.0
ANTIZANA15ALPHA,2013,-5.0
ANTUCO,2011,-329.0
ANUTSINA,1933,-1800.0
ANUTSINA,1952,-1000.0
ANUTSINA,1964,600.0
ANUTSINA,1985,-922.0
ANUTSINA,1993,122.0
ANUTSINA,2000,-218.0
ANUTSINA,2001,-78.0
ANUTSINA,2002,-67.0
ANUTSINA,2003,65.0
ANUTSINA,2004,-18.0
ANUTSINA,2005,-66.0
ANUTSINA,2006,-87.0
ANUTSINA,2008,-35.0
ANUTSINA,2010,295.0
ANZAC PEAK,1980,-380.0
AOUILLE,2002,-12.5
AOUILLE,2003,-32.0
AOUILLE,2004,1.0
AOUILLE,2005,-9.0
AOUILLE,2006,-3.5
AOUILLE,2007,2.0
AOUILLE,2008,2.0
AOUILLE,2010,-20.0
AOUILLE,2011,6.0
AOUILLE,2012,-90.0
AOUILLE,2013,-1.0
APE,1947,-419.0
APE,1951,-183.0
APE,1954,-45.0
APE,1964,-140.0
APE,1978,33.0
APE,1984,-39.0
APPLEGATE,1974,0.0
APUSERAJIK GLACIER,1943,-285.0
APUSERAJIK GLACIER,1965,-165.0
APUSERAJIK GLACIER,1972,36.0
APUSERAJIK GLACIER,1981,-73.0
APUSERAJIK GLACIER,2000,-68.0
APUSERAJIK GLACIER,2010,-12.0
ARAPAHO,1970,0.0
ARCO,1975,0.0
ARCO,1986,0.0
ARCO,1990,0.0
ARGENTIERE,1883,-631.0
ARGENTIERE,1896,275.0
ARGENTIERE,1904,-165.0
ARGENTIERE,1905,-22.0
ARGENTIERE,1906,-33.0
ARGENTIERE,1907,-20.0
ARGENTIERE,1908,-29.5
ARGENTIERE,1909,-18.5
ARGENTIERE,1910,-20.0
ARGENTIERE,1911,-12.0
ARGENTIERE,1912,-9.0
ARGENTIERE,1913,130.5
ARGENTIERE,1915,147.0
ARGENTIERE,1916,12.0
ARGENTIERE,1917,21.0
ARGENTIERE,1918,21.5
ARGENTIERE,1919,37.0
ARGENTIERE,1920,42.0
ARGENTIERE,1921,44.0
ARGENTIERE,1922,0.5
ARGENTIERE,1923,8.5
ARGENTIERE,1924,-2.0
ARGENTIERE,1925,3.0
ARGENTIERE,1926,-5.0
ARGENTIERE,1927,-6.5
ARGENTIERE,1928,-18.5
ARGENTIERE,1929,-35.0
ARGENTIERE,1930,-25.5
ARGENTIERE,1931,-25.5
ARGENTIERE,1932,-55.0
ARGENTIERE,1933,-5.0
ARGENTIERE,1934,-47.5
ARGENTIERE,1935,-12.0
ARGENTIERE,1936,-13.0
ARGENTIERE,1938,-14.0
ARGENTIERE,1945,-109.5
ARGENTIERE,1946,10.0
ARGENTIERE,1948,40.0
ARGENTIERE,1949,-20.0
ARGENTIERE,1950,-28.0
ARGENTIERE,1952,-32.0
ARGENTIERE,1956,-101.0
ARGENTIERE,1959,-107.0
ARGENTIERE,1962,-103.0
ARGENTIERE,1964,0.0
ARGENTIERE,1965,-7.0
ARGENTIERE,1966,-5.0
ARGENTIERE,1967,-5.0
ARGENTIERE,1968,0.0
ARGENTIERE,1969,0.0
ARGENTIERE,1970,-3.0
ARGENTIERE,1973,0.0
ARGENTIERE,1979,53.0
ARGENTIERE,1980,12.0
ARGENTIERE,1981,30.0
ARGENTIERE,1982,25.0
ARGENTIERE,1983,11.0
ARGENTIERE,1984,28.0
ARGENTIERE,1985,45.0
ARGENTIERE,1986,3.0
ARGENTIERE,1987,25.0
ARGENTIERE,1988,15.0
ARGENTIERE,1989,9.0
ARGENTIERE,1990,4.0
ARGENTIERE,1991,-11.0
ARGENTIERE,1992,-13.0
ARGENTIERE,1993,-25.0
ARGENTIERE,1994,-10.0
ARGENTIERE,1995,-22.0
ARGENTIERE,1996,-41.0
ARGENTIERE,1997,-40.0
ARGENTIERE,1998,-52.0
ARGENTIERE,1999,-39.0
ARGENTIERE,2000,-15.0
ARGENTIERE,2001,-21.0
ARGENTIERE,2002,-43.0
ARGENTIERE,2003,-33.0
ARGENTIERE,2004,-42.0
ARGENTIERE,2005,-60.0
ARGENTIERE,2006,-26.0
ARGENTIERE,2007,-27.0
ARGENTIERE,2008,-38.0
ARGENTIERE,2010,-71.0
ARGENTIERE,2011,-62.0
ARGENTIERE,2012,-25.0
ARGENTIERE,2013,-14.0
ARGUEREY MER.,1953,-400.0
ARGUEREY MER.,1986,-9.5
ARGUEREY MER.,1987,-4.0
ARGUEREY MER.,1988,4.5
ARGUEREY MER.,1989,-6.0
ARGUEREY MER.,1991,-17.5
ARGUEREY MER.,1992,-3.0
ARGUEREY MER.,1993,4.0
ARGUEREY MER.,1994,2.5
ARGUEREY MER.,1996,2.0
ARGUEREY MER.,1997,0.0
ARGUEREY MER.,1999,-7.0
ARGUEREY MER.,2000,-3.0
ARGUEREY MER.,2011,-5.0
ARGUEREY SETT.,1953,-370.0
ARGUEREY SETT.,1986,-18.5
ARGUEREY SETT.,1987,3.5
ARGUEREY SETT.,1988,1.0
ARGUEREY SETT.,1989,-4.5
ARGUEREY SETT.,1991,-10.5
ARGUEREY SETT.,1992,-4.0
ARGUEREY SETT.,1993,1.0
ARGUEREY SETT.,1994,1.0
ARGUEREY SETT.,1995,1.0
ARGUEREY SETT.,1996,-1.5
ARGUEREY SETT.,1997,-0.5
ARGUEREY SETT.,1999,-4.5
ARGUEREY SETT.,2000,-0.5
ARGUEREY SETT.,2011,-37.0
ARIKAREE,1970,0.0
ARKHANGELSKOLGU,1993,-77.0
ARKHANGELSKOLGU,1995,-46.0
ARKHANGELSKOLGU,1996,33.0
ARKHANGELSKOLGU,1997,63.0
ARKHANGELSKOLGU,1999,-85.0
ARKHANGELSKOLGU,2000,-66.0
ARKHANGELSKOLGU,2001,40.0
ARKHANGELSKOLGU,2002,101.0
ARKHANGELSKOLGU,2004,-98.0
ARKHANGELSKOLGU,2005,-73.0
ARKHANGELSKOLGU,2007,-53.0
ARKHANGELSKOLGU,2009,-1.0
ARKHANGELSKOLGU,2010,17.0
AROLLA (BAS),1886,-600.0
AROLLA (BAS),1887,-26.0
AROLLA (BAS),1889,-25.0
AROLLA (BAS),1892,-1.0
AROLLA (BAS),1893,5.0
AROLLA (BAS),1894,9.0
AROLLA (BAS),1895,-2.0
AROLLA (BAS),1896,0.0
AROLLA (BAS),1897,-16.0
AROLLA (BAS),1898,-8.0
AROLLA (BAS),1899,-38.0
AROLLA (BAS),1900,-9.0
AROLLA (BAS),1901,-9.0
AROLLA (BAS),1902,-2.0
AROLLA (BAS),1903,-5.0
AROLLA (BAS),1907,-3.0
AROLLA (BAS),1908,-14.0
AROLLA (BAS),1909,-45.0
AROLLA (BAS),1910,-26.0
AROLLA (BAS),1911,-26.0
AROLLA (BAS),1912,-22.0
AROLLA (BAS),1913,-17.0
AROLLA (BAS),1914,-11.0
AROLLA (BAS),1915,-3.0
AROLLA (BAS),1916,-5.0
AROLLA (BAS),1917,-6.0
AROLLA (BAS),1918,-5.0
AROLLA (BAS),1919,-12.0
AROLLA (BAS),1920,-11.0
AROLLA (BAS),1921,0.0
AROLLA (BAS),1922,-4.0
AROLLA (BAS),1923,0.0
AROLLA (BAS),1924,-6.0
AROLLA (BAS),1925,-4.0
AROLLA (BAS),1926,24.0
AROLLA (BAS),1927,0.0
AROLLA (BAS),1928,0.0
AROLLA (BAS),1929,-11.0
AROLLA (BAS),1930,-2.0
AROLLA (BAS),1931,-4.0
AROLLA (BAS),1932,-11.0
AROLLA (BAS),1933,-10.0
AROLLA (BAS),1934,-6.0
AROLLA (BAS),1935,-4.0
AROLLA (BAS),1936,-4.0
AROLLA (BAS),1937,-10.0
AROLLA (BAS),1939,-26.0
AROLLA (BAS),1940,-19.0
AROLLA (BAS),1941,-3.0
AROLLA (BAS),1942,-22.0
AROLLA (BAS),1943,-21.0
AROLLA (BAS),1945,-37.0
AROLLA (BAS),1946,-16.0
AROLLA (BAS),1947,-23.0
AROLLA (BAS),1948,-17.0
AROLLA (BAS),1949,-3.0
AROLLA (BAS),1950,-24.0
AROLLA (BAS),1951,-18.0
AROLLA (BAS),1952,-25.0
AROLLA (BAS),1953,-6.0
AROLLA (BAS),1954,-5.0
AROLLA (BAS),1955,-34.0
AROLLA (BAS),1956,-13.0
AROLLA (BAS),1957,-24.0
AROLLA (BAS),1958,-10.0
AROLLA (BAS),1959,-21.0
AROLLA (BAS),1960,-13.0
AROLLA (BAS),1961,-9.0
AROLLA (BAS),1962,-6.0
AROLLA (BAS),1963,-7.0
AROLLA (BAS),1964,-10.0
AROLLA (BAS),1965,-29.0
AROLLA (BAS),1966,-8.0
AROLLA (BAS),1967,-2.0
AROLLA (BAS),1968,-2.0
AROLLA (BAS),1969,-2.0
AROLLA (BAS),1970,-3.0
AROLLA (BAS),1971,-1.0
AROLLA (BAS),1972,4.0
AROLLA (BAS),1973,7.0
AROLLA (BAS),1974,7.0
AROLLA (BAS),1975,16.0
AROLLA (BAS),1976,6.0
AROLLA (BAS),1977,8.0
AROLLA (BAS),1978,8.0
AROLLA (BAS),1979,8.0
AROLLA (BAS),1980,9.0
AROLLA (BAS),1981,12.0
AROLLA (BAS),1982,8.0
AROLLA (BAS),1983,11.0
AROLLA (BAS),1984,8.0
AROLLA (BAS),1985,14.0
AROLLA (BAS),1986,10.0
AROLLA (BAS),1987,4.0
AROLLA (BAS),1988,-3.0
AROLLA (BAS),1989,-6.0
AROLLA (BAS),1990,-11.0
AROLLA (BAS),1991,-26.0
AROLLA (BAS),1992,-10.0
AROLLA (BAS),1993,-15.0
AROLLA (BAS),1994,-6.0
AROLLA (BAS),1995,-11.0
AROLLA (BAS),1996,-16.0
AROLLA (BAS),1997,-7.0
AROLLA (BAS),1998,-5.0
AROLLA (BAS),1999,-15.0
AROLLA (BAS),2000,-14.0
AROLLA (BAS),2001,-20.0
AROLLA (BAS),2002,-24.0
AROLLA (BAS),2003,-10.0
AROLLA (BAS),2004,-26.0
AROLLA (BAS),2005,-28.0
AROLLA (BAS),2006,-35.0
AROLLA (BAS),2007,-25.0
AROLLA (BAS),2009,-68.0
AROLLA (BAS),2010,-25.0
AROLLA (BAS),2011,-38.0
AROLLA (BAS),2012,-14.0
AROLLA (BAS),2013,-4.0
ARTESONRAJU,1948,-288.0
ARTESONRAJU,1962,-504.0
ARTESONRAJU,1970,-48.0
ARTESONRAJU,1994,-48.0
ARTESONRAJU,2007,-12.0
ARTESONRAJU,2009,-11.0
ARTESONRAJU,2010,0.0
ARTESONRAJU,2012,-12.0
ARTESONRAJU,2013,-2.0
ASHU-TOR SOUTH,1943,-270.0
ASHU-TOR SOUTH,1956,-220.0
ASHU-TOR SOUTH,1977,-70.0
ASHU-TOR SOUTH,1990,-160.0
ASHU-TOR SOUTH,2006,-370.0
ASIA,1984,-195.0
ASIA,1986,-96.0
ASIA,2005,-559.0
ASSAKAAT,1875,-250.0
ASSAKAAT,1879,-500.0
ASSAKAAT,1880,0.0
ASSAKAAT,1893,980.0
ASSAKAAT,1929,-1680.0
ASSAKAAT,1931,-100.0
ASSAKAAT,1948,-650.0
ASSAKAAT,1953,-100.0
ASSAKAAT,1956,150.0
ASSAKAAT,2001,475.0
ASSAKAAT,2010,-45.0
ASULKAN,1899,-145.0
ASULKAN,1900,-7.3
ASULKAN,1901,1.2
ASULKAN,1903,10.2
ASULKAN,1904,-0.3
ASULKAN,1905,-10.4
ASULKAN,1906,0.0
ASULKAN,1907,-10.0
ASULKAN,1910,-42.8
ASULKAN,1911,-15.4
ASULKAN,1912,-36.6
ASULKAN,1918,-116.0
ASULKAN,1931,-313.0
ASULKAN,1984,-403.0
ASULKAN,1996,-60.0
ASULKAN,2005,-400.0
ATAVIST,1951,-585.0
ATAVIST,1954,0.0
ATAVIST,1978,0.0
ATHABASCA,1844,-1.0
ATHABASCA,1907,-200.0
ATHABASCA,1917,-111.0
ATHABASCA,1922,-81.0
ATHABASCA,1945,-649.0
ATHABASCA,1946,-23.8
ATHABASCA,1947,-26.6
ATHABASCA,1948,-24.7
ATHABASCA,1949,-27.2
ATHABASCA,1950,-33.2
ATHABASCA,1952,-23.8
ATHABASCA,1954,-19.2
ATHABASCA,1956,-19.8
ATHABASCA,1958,-36.0
ATHABASCA,1960,-36.9
ATHABASCA,1962,-0.6
ATHABASCA,1964,-17.1
ATHABASCA,1966,-2.1
ATHABASCA,1968,-8.5
ATHABASCA,1970,-11.9
ATHABASCA,1972,-3.0
ATHABASCA,1974,-3.0
ATHABASCA,1976,6.0
ATHABASCA,1977,7.8
ATHABASCA,1978,14.8
ATHABASCA,1979,-7.0
ATHABASCA,1980,-11.2
ATHABASCA,1985,-27.0
ATHABASCA,1995,-24.0
ATLANTE,1948,-307.0
ATLANTE,1970,-154.0
ATLANTE,1994,-423.0
AURONA,1962,-47.0
AURONA,1963,-4.0
AURONA,1964,-63.5
AURONA,1965,-23.0
AURONA,1967,-32.0
AURONA,1968,-274.0
AURONA,1971,-4.0
AURONA,1979,-41.0
AURONA,1980,0.0
AURONA,1983,-12.0
AURONA,1985,-3.0
AURONA,1986,-3.0
AURONA,1987,-16.0
AURONA,1988,-5.0
AURONA,1989,-13.0
AURONA,1990,-135.0
AURONA,1997,-147.0
AURONA,2004,-399.0
AURONA,2005,-9.0
AUSTERDALSBREEN,1906,20.0
AUSTERDALSBREEN,1907,15.0
AUSTERDALSBREEN,1908,14.0
AUSTERDALSBREEN,1909,14.0
AUSTERDALSBREEN,1910,-16.0
AUSTERDALSBREEN,1911,-2.0
AUSTERDALSBREEN,1912,-3.0
AUSTERDALSBREEN,1913,-8.0
AUSTERDALSBREEN,1914,-10.0
AUSTERDALSBREEN,1915,-12.0
AUSTERDALSBREEN,1916,-4.0
AUSTERDALSBREEN,1917,-35.0
AUSTERDALSBREEN,1918,-31.0
AUSTERDALSBREEN,1920,-34.0
AUSTERDALSBREEN,1934,-36.0
AUSTERDALSBREEN,1935,-12.0
AUSTERDALSBREEN,1936,-36.0
AUSTERDALSBREEN,1937,-23.0
AUSTERDALSBREEN,1938,-11.0
AUSTERDALSBREEN,1939,-36.0
AUSTERDALSBREEN,1940,-38.0
AUSTERDALSBREEN,1941,-86.0
AUSTERDALSBREEN,1942,-187.0
AUSTERDALSBREEN,1943,-27.0
AUSTERDALSBREEN,1944,-31.0
AUSTERDALSBREEN,1945,-16.0
AUSTERDALSBREEN,1946,-11.0
AUSTERDALSBREEN,1947,-17.0
AUSTERDALSBREEN,1948,-33.0
AUSTERDALSBREEN,1949,-50.0
AUSTERDALSBREEN,1950,-25.0
AUSTERDALSBREEN,1951,-30.0
AUSTERDALSBREEN,1952,-20.0
AUSTERDALSBREEN,1953,-33.0
AUSTERDALSBREEN,1954,-60.0
AUSTERDALSBREEN,1955,-43.0
AUSTERDALSBREEN,1957,-47.0
AUSTERDALSBREEN,1958,-43.0
AUSTERDALSBREEN,1959,-38.0
AUSTERDALSBREEN,1960,-31.0
AUSTERDALSBREEN,1961,-27.0
AUSTERDALSBREEN,1962,-21.0
AUSTERDALSBREEN,1963,-21.0
AUSTERDALSBREEN,1964,-28.0
AUSTERDALSBREEN,1965,-8.0
AUSTERDALSBREEN,1966,-31.0
AUSTERDALSBREEN,1967,-1.0
AUSTERDALSBREEN,1968,-22.0
AUSTERDALSBREEN,1969,-33.0
AUSTERDALSBREEN,1970,-13.0
AUSTERDALSBREEN,1971,-27.0
AUSTERDALSBREEN,1972,-32.0
AUSTERDALSBREEN,1973,-7.0
AUSTERDALSBREEN,1974,10.0
AUSTERDALSBREEN,1975,-3.0
AUSTERDALSBREEN,1976,9.0
AUSTERDALSBREEN,1977,-1.0
AUSTERDALSBREEN,1978,-19.0
AUSTERDALSBREEN,1979,-5.0
AUSTERDALSBREEN,1980,3.0
AUSTERDALSBREEN,1981,-17.0
AUSTERDALSBREEN,1982,-14.0
AUSTERDALSBREEN,1983,-3.0
AUSTERDALSBREEN,1984,-14.0
AUSTERDALSBREEN,1985,-10.0
AUSTERDALSBREEN,1986,1.0
AUSTERDALSBREEN,1987,-22.0
AUSTERDALSBREEN,1988,-2.0
AUSTERDALSBREEN,1989,-1.0
AUSTERDALSBREEN,1990,0.0
AUSTERDALSBREEN,1991,0.0
AUSTERDALSBREEN,1992,5.0
AUSTERDALSBREEN,1993,7.0
AUSTERDALSBREEN,1994,15.0
AUSTERDALSBREEN,1995,15.0
AUSTERDALSBREEN,1996,10.0
AUSTERDALSBREEN,1997,20.0
AUSTERDALSBREEN,1998,5.0
AUSTERDALSBREEN,1999,0.0
AUSTERDALSBREEN,2000,5.0
AUSTERDALSBREEN,2001,-20.0
AUSTERDALSBREEN,2002,5.0
AUSTERDALSBREEN,2003,0.0
AUSTERDALSBREEN,2004,-5.0
AUSTERDALSBREEN,2005,-9.0
AUSTERDALSBREEN,2006,-21.0
AUSTERDALSBREEN,2007,-20.0
AUSTERDALSBREEN,2008,-20.0
AUSTERDALSBREEN,2009,-5.0
AUSTERDALSBREEN,2010,-12.0
AUSTERDALSBREEN,2011,0.0
AUSTERDALSBREEN,2012,-12.0
AUSTERDALSBREEN,2013,0.0
AUSTERDALSISEN,1951,-58.0
AUSTERDALSISEN,1952,-4.0
AUSTERDALSISEN,1953,-20.0
AUSTERDALSISEN,1954,-32.0
AUSTERDALSISEN,1955,-51.0
AUSTERDALSISEN,1956,-12.0
AUSTERDALSISEN,1961,-10.0
AUSTERDALSISEN,1962,-12.0
AUSTERDALSISEN,1970,-11.0
AUSTRE LOVENBREEN,2008,-18.0
AUSTRE LOVENBREEN,2009,-16.0
AUSTRE LOVENBREEN,2010,-16.0
AUSTRE LOVENBREEN,2011,-8.0
AUSTRE LOVENBREEN,2012,-14.0
AUSTRE LOVENBREEN,2013,-10.0
AUSTRE LOVENBREEN,2014,-9.0
AUSTRE MEMURUBREEN,1903,-8.0
AUSTRE MEMURUBREEN,1904,-14.0
AUSTRE MEMURUBREEN,1905,-11.0
AUSTRE MEMURUBREEN,1907,-5.0
AUSTRE MEMURUBREEN,1908,-16.0
AUSTRE MEMURUBREEN,1909,-5.0
AUSTRE MEMURUBREEN,1910,-7.0
AUSTRE MEMURUBREEN,1911,-25.0
AUSTRE MEMURUBREEN,1912,-3.0
AUSTRE MEMURUBREEN,1936,-304.0
AUSTRE MEMURUBREEN,1937,-16.0
AUSTRE MEMURUBREEN,1938,-11.0
AUSTRE MEMURUBREEN,1939,-30.0
AUSTRE MEMURUBREEN,1940,-50.0
AUSTRE MEMURUBREEN,1941,-42.0
AUSTRE MEMURUBREEN,1942,-42.0
AUSTRE MEMURUBREEN,1943,-22.0
AUSTRE MEMURUBREEN,1944,-11.0
AUSTRE MEMURUBREEN,1948,-107.0
AUSTRE MEMURUBREEN,1949,-11.0
AUSTRE MEMURUBREEN,1950,-31.0
AUSTRE MEMURUBREEN,1951,-23.0
AUSTRE MEMURUBREEN,1953,-39.0
AUSTRE MEMURUBREEN,1954,-20.0
AUSTRE MEMURUBREEN,1975,-52.0
AUSTRE OKSTINDBREEN,1909,-5.0
AUSTRE OKSTINDBREEN,1910,-3.0
AUSTRE OKSTINDBREEN,1911,2.0
AUSTRE OKSTINDBREEN,1912,3.0
AUSTRE OKSTINDBREEN,1916,-8.0
AUSTRE OKSTINDBREEN,1920,-17.0
AUSTRE OKSTINDBREEN,1934,-146.0
AUSTRE OKSTINDBREEN,1935,-30.0
AUSTRE OKSTINDBREEN,1936,-40.0
AUSTRE OKSTINDBREEN,1937,-40.0
AUSTRE OKSTINDBREEN,1938,-39.0
AUSTRE OKSTINDBREEN,1939,-43.0
AUSTRE OKSTINDBREEN,1940,-12.0
AUSTRE OKSTINDBREEN,1941,-25.0
AUSTRE OKSTINDBREEN,1942,-46.0
AUSTRE OKSTINDBREEN,1943,-3.0
AUSTRE OKSTINDBREEN,1944,-23.0
AUSTRE OKSTINDBREEN,2007,1.0
AUSTRE OKSTINDBREEN,2008,2.0
AUSTRE OKSTINDBREEN,2010,-32.0
AUSTRE OKSTINDBREEN,2011,-40.0
AUSTRE OKSTINDBREEN,2012,-6.0
AUSTRE OKSTINDBREEN,2013,-40.0
AUSTRE TORELL,1958,-1077.0
AUSTRE TORELL,1960,196.0
AUSTRE TORELL,1982,-660.0
AUSTRE TORELL,1983,26.0
AUSTRE TORELL,1985,-314.0
AUSTRE TORELL,1986,45.7
AUSTRE TORELL,1988,-77.1
AVIO CENTRALE D,1958,-53.0
AVIO CENTRALE D,1959,-46.0
AVIO CENTRALE D,1964,-4.0
AVIO CENTRALE D,1966,23.0
AVIO CENTRALE D,1967,-2.0
AVIO CENTRALE D,1973,60.0
AVIOLO,1990,-28.5
AVIOLO,1991,-17.0
AVIOLO,1993,-34.0
AX010,1989,-30.0
AX010,1991,-28.0
AX010,1995,-12.0
AX010,1996,0.0
AX010,1997,-26.0
AX010,1998,-13.0
AX010,1999,-51.0
AYLAMA,1977,-115.0
AYSBERGOV,1973,-24.0
AYUTOR-2,1962,-8.0
AYUTOR-2,1963,1.0
AYUTOR-2,1964,2.0
AYUTOR-2,1965,-4.0
AYUTOR-2,1966,-1.0
AYUTOR-2,1967,4.0
AYUTOR-2,1968,-12.0
AYUTOR-2,1969,23.0
AYUTOR-2,1971,-4.0
AYUTOR-2,1972,9.0
AYUTOR-2,1973,9.0
AYUTOR-2,1974,-15.0
AYUTOR-2,1976,-12.5
AYUTOR-2,1977,3.0
AYUTOR-2,1978,-4.5
AYUTOR-2,1979,0.0
AYUTOR-2,1980,-9.0
AYUTOR-2,1981,-10.8
AYUTOR-2,1982,-5.6
AYUTOR-2,1983,-8.6
AYUTOR-2,1984,-17.7
AYUTOR-2,1985,0.0
AYUTOR-2,1986,-17.2
AYUTOR-2,1987,-32.5
AYUTOR-2,1988,-10.2
AYUTOR-2,1989,0.0
AYUTOR-2,1990,-28.1
AZHA,1973,-700.0
AZHA,1976,-200.0
AZHA,1980,-100.0
AZHA,1998,-420.0
AZUFRADO E,1959,60.0
AZUFRADO E,1975,-20.0
AZUFRADO E,1985,-130.0
AZUFRADO W,1959,-70.0
AZUFRADO W,1975,-20.0
AZUFRADO W,1985,-80.0
AZUFRE,1963,-1090.0
AZUFRE,1986,470.0
AZUFRE,1990,50.0
AZUFRE,1997,-80.0
AZUFRE,2004,-340.0
AZUFRE,2005,50.0
AZUFRE,2007,0.0
BACHFALLEN F.,1892,-500.0
BACHFALLEN F.,1905,-150.0
BACHFALLEN F.,1909,-42.0
BACHFALLEN F.,1922,-5.0
BACHFALLEN F.,1924,-18.0
BACHFALLEN F.,1926,0.4
BACHFALLEN F.,1928,-11.6
BACHFALLEN F.,1930,-72.2
BACHFALLEN F.,1932,-12.5
BACHFALLEN F.,1934,-3.9
BACHFALLEN F.,1936,-1.5
BACHFALLEN F.,1938,-10.0
BACHFALLEN F.,1942,-10.0
BACHFALLEN F.,1944,-17.5
BACHFALLEN F.,1946,-24.6
BACHFALLEN F.,1948,-19.8
BACHFALLEN F.,1950,-26.4
BACHFALLEN F.,1952,-33.7
BACHFALLEN F.,1954,-1.3
BACHFALLEN F.,1956,-11.2
BACHFALLEN F.,1958,-5.2
BACHFALLEN F.,1960,-12.1
BACHFALLEN F.,1962,-11.9
BACHFALLEN F.,1963,-7.5
BACHFALLEN F.,1964,-9.0
BACHFALLEN F.,1965,0.5
BACHFALLEN F.,1966,1.5
BACHFALLEN F.,1967,1.5
BACHFALLEN F.,1968,-8.0
BACHFALLEN F.,1969,-11.0
BACHFALLEN F.,1970,-21.0
BACHFALLEN F.,1972,-12.3
BACHFALLEN F.,1973,-6.4
BACHFALLEN F.,1974,-2.4
BACHFALLEN F.,1975,-1.4
BACHFALLEN F.,1976,-9.5
BACHFALLEN F.,1977,-4.8
BACHFALLEN F.,1978,-0.9
BACHFALLEN F.,1979,-6.0
BACHFALLEN F.,1980,-1.5
BACHFALLEN F.,1981,-1.7
BACHFALLEN F.,1982,-8.9
BACHFALLEN F.,1983,-5.7
BACHFALLEN F.,1984,-0.3
BACHFALLEN F.,1985,-3.2
BACHFALLEN F.,1986,-7.9
BACHFALLEN F.,1987,-0.8
BACHFALLEN F.,1988,-10.7
BACHFALLEN F.,1989,-5.6
BACHFALLEN F.,1990,-11.1
BACHFALLEN F.,1991,-5.5
BACHFALLEN F.,1992,-11.3
BACHFALLEN F.,1993,-8.4
BACHFALLEN F.,1994,-7.7
BACHFALLEN F.,1995,-11.2
BACHFALLEN F.,1996,-12.3
BACHFALLEN F.,2003,-14.3
BACHFALLEN F.,2004,-7.0
BACHFALLEN F.,2005,-10.4
BACHFALLEN F.,2006,-10.5
BACHFALLEN F.,2007,-16.9
BACHFALLEN F.,2008,-10.2
BACHFALLEN F.,2009,-16.0
BACHFALLEN F.,2010,-9.0
BACHFALLEN F.,2011,-7.0
BACHFALLEN F.,2012,-24.0
BACHFALLEN F.,2013,-8.0
BAEGISARJOEKULL,1957,-101.0
BAEGISARJOEKULL,1977,-100.0
BAEGISARJOEKULL,1996,-15.0
BAEGISARJOEKULL,2000,-30.0
BAEGISARJOEKULL,2002,15.0
BAEGISARJOEKULL,2003,-17.0
BAEGISARJOEKULL,2007,0.0
BAERENKOPF K.,1926,-2.4
BAERENKOPF K.,1928,-26.8
BAERENKOPF K.,1930,-11.6
BAERENKOPF K.,1932,-9.4
BAERENKOPF K.,1936,-17.5
BAERENKOPF K.,1948,-16.5
BAERENKOPF K.,1950,-20.5
BAERENKOPF K.,1952,-15.8
BAERENKOPF K.,1954,-13.0
BAERENKOPF K.,1956,-10.8
BAERENKOPF K.,1971,-4.0
BAERENKOPF K.,1972,2.5
BAERENKOPF K.,1973,-2.5
BAERENKOPF K.,1974,3.5
BAERENKOPF K.,1975,4.4
BAERENKOPF K.,1981,4.8
